"Client","Country","Date Month","Uniques","Time Watched Minutes","Avg Min per Unique","Video Starts","Sessions"
"Canela","Nicaragua","May-2023",640,46164.433333333334,72.13192708333334,5179,933
"Canela","Pakistan","May-2023",1,3.3333333333333335,3.3333333333333335,5,1
"Canela","Palestinian Territories","May-2023",5,8.766666666666667,1.7533333333333334,15,8
"Canela","Panama","May-2023",507,66131.11666666667,130.43612754766602,4824,907
"Canela","Paraguay","May-2023",389,50836.63333333333,130.6854327335047,4730,1137
"Canela","Peru","May-2023",4371,535145.5166666667,122.43091207198964,36535,7547
"Canela","Puerto Rico","May-2023",2799,428596.9166666667,153.1250148862689,40814,14082
"Canela","South Korea","May-2023",1,37.233333333333334,37.233333333333334,2,2
"Canela","Spain","May-2023",9,178.11666666666667,19.79074074074074,25,18
"Canela","Togo","May-2023",1,24.633333333333333,24.633333333333333,2,2
"Canela","Trinidad and Tobago","May-2023",1,0,0,1,0
"Canela","Tunisia","May-2023",2,0.5166666666666667,0.25833333333333336,3,3
"Canela","U.S. Virgin Islands","May-2023",23,5802.716666666666,252.29202898550722,434,159
"Canela","United Kingdom","May-2023",4,27.633333333333333,6.908333333333333,7,7
"Canela","United States","May-2023",104040,8646722.55,83.10959775086506,911266,140989
"Canela","Uruguay","May-2023",605,96806.06666666667,160.01002754820937,5686,1573
"Canela","Venezuela","May-2023",8431,1323846.8,157.0213260585933,122301,25503
"Canela","Yemen","May-2023",1,13.65,13.65,3,3
"Canela","Albania","May-2024",1,0.65,0.65,1,1
"Canela","Algeria","May-2024",6,73.98333333333333,12.330555555555556,9,8
"Canela","Angola","May-2024",4,10.766666666666667,2.691666666666667,10,7
"Canela","Argentina","May-2024",11617,4102992.65,353.1886588620126,175617,62988
"Canela","Australia","May-2024",2,46.766666666666666,23.383333333333333,2,2
"Canela","Belize","May-2024",119,36136.9,303.6714285714286,1978,857
"Canela","Bolivia","May-2024",4547,1336304.85,293.88714537057405,49609,18717
"Canela","Brazil","May-2024",959,148005.66666666666,154.33333333333331,6105,3607
"Canela","Canada","May-2024",174,1241.0333333333333,7.1323754789272025,359,159
"Canela","Cayman Islands","May-2024",1,118.86666666666666,118.86666666666666,3,3
"Canela","Chad","May-2024",1,0,0,6,6
"Canela","Chile","May-2024",8658,2033087.9,234.82188727188725,92492,32874
"Canela","Colombia","May-2024",104218,19925206.916666668,191.1877690674036,1224959,323516
"Canela","Costa Rica","May-2024",2100,518426.75,246.86988095238095,27105,7443
"Canela","Croatia","May-2024",1,4880.266666666666,4880.266666666666,134,84
"Canela","Cuba","May-2024",1173,14386.6,12.264791133844843,5800,1377
"Canela","Curaçao","May-2024",1,395.55,395.55,15,14
"Canela","Czech Republic","May-2024",1,43.53333333333333,43.53333333333333,1,1
"Canela","Côte d’Ivoire","May-2024",3,21.483333333333334,7.161111111111111,6,6
"Canela","Dominican Republic","May-2024",7270,1738403.7833333334,239.12019027968825,99247,40550
"Canela","Ecuador","May-2024",12558,4058079.683333333,323.146972713277,170384,65053
"Canela","Egypt","May-2024",1,0.1,0.1,2,0
"Canela","El Salvador","May-2024",2499,637351.5833333334,255.04265039349073,31130,8363
"Canela","Equatorial Guinea","May-2024",1,0.5333333333333333,0.5333333333333333,3,3
"Canela","Ethiopia","May-2024",1,0.08333333333333333,0.08333333333333333,1,0
"Canela","Finland","May-2024",1,0.3,0.3,1,1
"Canela","France","May-2024",10,167.88333333333333,16.788333333333334,13,13
"Canela","Georgia","May-2024",1,11.633333333333333,11.633333333333333,1,1
"Canela","Germany","May-2024",41,260.5,6.353658536585366,75,67
"Canela","Guatemala","May-2024",3412,703801.7166666667,206.2724843688941,34683,11795
"Canela","Guyana","May-2024",4,17.533333333333335,4.383333333333334,5,4
"Canela","Honduras","May-2024",2525,580879.4833333333,230.05128052805279,29488,11439
"Canela","India","May-2024",1,0.23333333333333334,0.23333333333333334,2,2
"Canela","Iran","May-2024",88,430.96666666666664,4.897348484848485,145,131
"Canela","Jamaica","May-2024",1,0,0,1,1
"Canela","Japan","May-2024",1,0,0,1,1
"Canela","Libya","May-2024",2,3.283333333333333,1.6416666666666666,6,2
"Canela","Madagascar","May-2024",1,0,0,1,0
"Canela","Mexico","May-2024",165938,22380241.85,134.87110758235005,1755461,302632
"Canela","Morocco","May-2024",1,1.0333333333333334,1.0333333333333334,1,1
"Canela","Myanmar [Burma]","May-2024",1,0.8166666666666667,0.8166666666666667,1,1
"Canela","Netherlands","May-2024",5,67.01666666666667,13.403333333333332,6,5
"Canela","Nicaragua","May-2024",1208,159055.51666666666,131.66847406181014,10563,2984
"Canela","Nigeria","May-2024",3,10.133333333333333,3.3777777777777778,3,3
"Canela","Norway","May-2024",1,45.61666666666667,45.61666666666667,1,1
"Canela","Pakistan","May-2024",4,174.58333333333334,43.645833333333336,6,4
"Canela","Panama","May-2024",1666,375278.86666666664,225.25742296918767,15855,8477
"Canela","Paraguay","May-2024",1142,315301.15,276.0955779334501,12969,6325
"Canela","Peru","May-2024",30779,6098310.616666666,198.1321880719538,289720,92898
"Canela","Poland","May-2024",1,44.3,44.3,1,1
"Canela","Portugal","May-2024",1,44.416666666666664,44.416666666666664,1,1
"Canela","Puerto Rico","May-2024",5170,1003513.9166666666,194.10327208252738,80943,32100
"Canela","Romania","May-2024",2,21.733333333333334,10.866666666666667,2,2
"Canela","Russia","May-2024",1,0.75,0.75,1,1
"Canela","Senegal","May-2024",1,14.166666666666666,14.166666666666666,5,5
"Canela","Singapore","May-2024",3,80.86666666666666,26.955555555555552,8,2
"Canela","South Africa","May-2024",2,123.15,61.575,3,3
"Canela","South Korea","May-2024",1,25.566666666666666,25.566666666666666,1,1
"Canela","Spain","May-2024",76,6793.466666666666,89.38771929824561,589,426
"Canela","Suriname","May-2024",3,4.583333333333333,1.5277777777777777,5,2
"Canela","Sweden","May-2024",1,3.6,3.6,1,1
"Canela","Switzerland","May-2024",3,404.51666666666665,134.83888888888887,11,8
"Canela","Togo","May-2024",2,633.8666666666667,316.93333333333334,19,14
"Canela","Turkey","May-2024",2,121.08333333333333,60.541666666666664,4,4
"Canela","U.S. Virgin Islands","May-2024",34,15502.883333333333,455.96715686274507,734,300
"Canela","United Kingdom","May-2024",12,449.8333333333333,37.48611111111111,33,31
"Canela","United States","May-2024",116552,13862981.266666668,118.94245715789233,1207772,234791
"Canela","Uruguay","May-2024",1152,223112.33333333334,193.67390046296296,10442,3971
"Canela","Venezuela","May-2024",15556,4348256.916666667,279.52281541955944,252312,73982
"Canela","Algeria","Nov-2023",1,11.216666666666667,11.216666666666667,4,4
"Canela","Angola","Nov-2023",2,228.93333333333334,114.46666666666667,7,6
"Canela","Antigua and Barbuda","Nov-2023",1,185.98333333333332,185.98333333333332,26,19
"Canela","Argentina","Nov-2023",4714,1019208.9833333333,216.20894852213263,58661,15518
"Canela","Aruba","Nov-2023",1,59.916666666666664,59.916666666666664,1,1
"Canela","Australia","Nov-2023",6,297.55,49.59166666666667,12,11
"Canela","Austria","Nov-2023",2,4496.766666666666,2248.383333333333,147,94
"Canela","Belgium","Nov-2023",2,1557.4666666666667,778.7333333333333,70,34
"Canela","Belize","Nov-2023",133,37018.23333333333,278.3325814536341,1883,828
"Canela","Bolivia","Nov-2023",2932,405041.95,138.14527626193725,24770,4439
"Canela","Brazil","Nov-2023",1088,86010.8,79.05404411764707,4570,2924
"Canela","Bulgaria","Nov-2023",1,197.4,197.4,4,4
"Canela","Canada","Nov-2023",106,2874.733333333333,27.12012578616352,321,174
"Canela","Cayman Islands","Nov-2023",1,48.7,48.7,1,1
"Canela","Chile","Nov-2023",6807,1120606,164.6255325400323,73063,17948
"Canela","China","Nov-2023",1,133.05,133.05,3,3
"Canela","Colombia","Nov-2023",120313,20122031.266666666,167.24735703262877,1442086,358440
"Canela","Costa Rica","Nov-2023",2798,418840.15,149.69269120800573,30233,5930
"Canela","Croatia","Nov-2023",2,7294.25,3647.125,225,173
"Canela","Cuba","Nov-2023",1805,18616.7,10.313961218836566,8077,1614
"Canela","Curaçao","Nov-2023",1,43.2,43.2,3,3
"Canela","Cyprus","Nov-2023",1,337.76666666666665,337.76666666666665,9,9
"Canela","Czech Republic","Nov-2023",2,46.86666666666667,23.433333333333334,2,2
"Canela","Dominican Republic","Nov-2023",5227,903708.9666666667,172.89247496970856,63645,21855
"Canela","Ecuador","Nov-2023",10796,2394595.683333333,221.80397215017905,138010,34674
"Canela","El Salvador","Nov-2023",2770,550354.9833333333,198.6841095066185,35369,6494
"Canela","Finland","Nov-2023",1,0,0,2,1
"Canela","France","Nov-2023",7,409.1666666666667,58.452380952380956,13,13
"Canela","Germany","Nov-2023",10,353.5,35.35,17,13
"Canela","Guatemala","Nov-2023",3362,484408.25,144.08335812016657,34763,8396
"Canela","Guyana","Nov-2023",3,10.166666666666666,3.388888888888889,4,2
"Canela","Haiti","Nov-2023",13,11.316666666666666,0.8705128205128205,17,11
"Canela","Honduras","Nov-2023",2454,355809.23333333334,144.9915376256452,27694,7397
"Canela","Hong Kong","Nov-2023",2,1920.4166666666667,960.2083333333334,190,189
"Canela","India","Nov-2023",3,307.1166666666667,102.37222222222222,18,15
"Canela","Indonesia","Nov-2023",3,42.93333333333333,14.31111111111111,5,5
"Canela","Iran","Nov-2023",4,9.083333333333334,2.2708333333333335,13,11
"Canela","Israel","Nov-2023",1,32.85,32.85,1,0
"Canela","Italy","Nov-2023",3,93.01666666666667,31.005555555555556,5,5
"Canela","Japan","Nov-2023",1,11.3,11.3,3,1
"Canela","Mexico","Nov-2023",225799,26781215.5,118.60643979822763,2297829,355930
"Canela","Morocco","Nov-2023",1,32.18333333333333,32.18333333333333,1,1
"Canela","Netherlands","Nov-2023",7,229.61666666666667,32.80238095238095,12,12
"Canela","New Zealand","Nov-2023",1,0.11666666666666667,0.11666666666666667,1,1
"Canela","Nicaragua","Nov-2023",1278,175639.05,137.43274647887324,12558,2248
"Canela","Nigeria","Nov-2023",1,0.26666666666666666,0.26666666666666666,1,1
"Canela","Panama","Nov-2023",1660,265067.98333333334,159.67950803212852,16517,5752
"Canela","Paraguay","Nov-2023",707,132568.73333333334,187.50881659594532,7379,2542
"Canela","Peru","Nov-2023",9762,1501502.2666666666,153.81092672266612,89790,20342
"Canela","Philippines","Nov-2023",1,0.03333333333333333,0.03333333333333333,2,1
"Canela","Poland","Nov-2023",2,130.93333333333334,65.46666666666667,3,2
"Canela","Portugal","Nov-2023",1,238.51666666666668,238.51666666666668,5,5
"Canela","Puerto Rico","Nov-2023",5631,886328.8333333334,157.4016752501036,81078,34131
"Canela","Romania","Nov-2023",4,2110.1,527.525,46,42
"Canela","Russia","Nov-2023",3,111.83333333333333,37.27777777777778,4,3
"Canela","Saudi Arabia","Nov-2023",1,0.4666666666666667,0.4666666666666667,1,1
"Canela","Singapore","Nov-2023",2,0.05,0.025,2,1
"Canela","Slovakia","Nov-2023",1,9.983333333333333,9.983333333333333,2,1
"Canela","South Africa","Nov-2023",1,85.26666666666667,85.26666666666667,2,2
"Canela","South Korea","Nov-2023",2,221.93333333333334,110.96666666666667,14,14
"Canela","Spain","Nov-2023",19,328.1666666666667,17.271929824561404,38,34
"Canela","Trinidad and Tobago","Nov-2023",1,174.5,174.5,8,8
"Canela","Turkey","Nov-2023",1,41.71666666666667,41.71666666666667,1,1
"Canela","U.S. Virgin Islands","Nov-2023",32,14328.033333333333,447.75104166666665,988,381
"Canela","Ukraine","Nov-2023",2,45.46666666666667,22.733333333333334,2,2
"Canela","United Arab Emirates","Nov-2023",1,45.93333333333333,45.93333333333333,1,1
"Canela","United Kingdom","Nov-2023",2,55.03333333333333,27.516666666666666,3,3
"Canela","United States","Nov-2023",164226,16844851.716666665,102.57116240221806,1546735,266784
"Canela","Uruguay","Nov-2023",1011,143202.61666666667,141.64452687108474,8391,2921
"Canela","Venezuela","Nov-2023",12601,2623868.716666667,208.22702298759359,190321,45988
"Canela","Afghanistan","Oct-2023",2,0.6,0.3,3,2
"Canela","Albania","Oct-2023",1,0,0,1,1
"Canela","Algeria","Oct-2023",10,103.95,10.395,21,14
"Canela","American Samoa","Oct-2023",1,51.68333333333333,51.68333333333333,1,1
"Canela","Andorra","Oct-2023",1,0.3333333333333333,0.3333333333333333,1,1
"Canela","Angola","Oct-2023",1,0,0,1,0
"Canela","Anguilla","Oct-2023",1,0.06666666666666667,0.06666666666666667,1,1
"Canela","Antigua and Barbuda","Oct-2023",2,267.3333333333333,133.66666666666666,14,14
"Canela","Argentina","Oct-2023",4447,952020.4333333333,214.08150063713364,61337,14992
"Canela","Aruba","Oct-2023",5,313.6,62.720000000000006,12,10
"Canela","Australia","Oct-2023",3,705.15,235.04999999999998,23,22
"Canela","Austria","Oct-2023",2,44.166666666666664,22.083333333333332,6,4
"Canela","Bangladesh","Oct-2023",1,0,0,2,1
"Canela","Belgium","Oct-2023",1,0,0,1,1
"Canela","Belize","Oct-2023",120,39860.65,332.1720833333333,2394,867
"Canela","Bermuda","Oct-2023",1,0.2,0.2,1,1
"Canela","Bolivia","Oct-2023",2308,321657.68333333335,139.3664139225881,20865,3726
"Canela","Brazil","Oct-2023",795,57706.01666666667,72.58618448637317,3704,2272
"Canela","Cambodia","Oct-2023",1,0.016666666666666666,0.016666666666666666,1,1
"Canela","Canada","Oct-2023",115,2319.8166666666666,20.17231884057971,288,184
"Canela","Chile","Oct-2023",6387,977157.15,152.99156881164868,66874,15448
"Canela","China","Oct-2023",2,20.816666666666666,10.408333333333333,7,4
"Canela","Colombia","Oct-2023",105643,17642659.35,167.00263481726194,1305491,314788
"Canela","Costa Rica","Oct-2023",2478,331080.0833333333,133.60778181329027,25834,4843
"Canela","Cuba","Oct-2023",1601,31679.933333333334,19.78759108890277,8343,1829
"Canela","Curaçao","Oct-2023",2,108.01666666666667,54.00833333333333,7,5
"Canela","Cyprus","Oct-2023",1,1.1833333333333333,1.1833333333333333,1,1
"Canela","Czech Republic","Oct-2023",1,0,0,2,2
"Canela","Dominican Republic","Oct-2023",4751,798339.8666666667,168.0361748403845,62142,20321
"Canela","Ecuador","Oct-2023",9488,1991284.45,209.87399346543,121428,31725
"Canela","Egypt","Oct-2023",1,0.13333333333333333,0.13333333333333333,1,1
"Canela","El Salvador","Oct-2023",2389,360788.45,151.02069903725408,29764,4587
"Canela","Equatorial Guinea","Oct-2023",1,0,0,1,1
"Canela","Estonia","Oct-2023",1,0,0,1,1
"Canela","Ethiopia","Oct-2023",1,1.35,1.35,2,0
"Canela","Finland","Oct-2023",6,0.6833333333333333,0.11388888888888889,6,6
"Canela","France","Oct-2023",35,177.4,5.0685714285714285,52,35
"Canela","French Guiana","Oct-2023",1,12.616666666666667,12.616666666666667,2,0
"Canela","Georgia","Oct-2023",1,0.016666666666666666,0.016666666666666666,1,1
"Canela","Germany","Oct-2023",29,581.75,20.060344827586206,57,41
"Canela","Ghana","Oct-2023",5,6665.183333333333,1333.0366666666666,430,426
"Canela","Greece","Oct-2023",2,59.46666666666667,29.733333333333334,30,24
"Canela","Guatemala","Oct-2023",2827,383273.76666666666,135.57614668081595,27076,6090
"Canela","Guyana","Oct-2023",1,0.8333333333333334,0.8333333333333334,1,1
"Canela","Haiti","Oct-2023",55,119.21666666666667,2.1675757575757575,88,68
"Canela","Honduras","Oct-2023",2036,262665.63333333336,129.01062540929928,21776,5473
"Canela","Hong Kong","Oct-2023",5,4609.65,921.93,318,313
"Canela","Hungary","Oct-2023",1,28.75,28.75,3,2
"Canela","Iceland","Oct-2023",1,0.16666666666666666,0.16666666666666666,2,1
"Canela","India","Oct-2023",13,122.31666666666666,9.408974358974358,22,17
"Canela","Indonesia","Oct-2023",3,8.533333333333333,2.8444444444444446,8,5
"Canela","Iran","Oct-2023",42,103.65,2.467857142857143,73,53
"Canela","Iraq","Oct-2023",21,16.4,0.7809523809523808,28,22
"Canela","Ireland","Oct-2023",4,89.18333333333334,22.295833333333334,7,5
"Canela","Israel","Oct-2023",2,65.48333333333333,32.74166666666667,10,5
"Canela","Italy","Oct-2023",6,195.3,32.550000000000004,15,9
"Canela","Japan","Oct-2023",3,1.75,0.5833333333333334,3,3
"Canela","Jordan","Oct-2023",1,61.56666666666667,61.56666666666667,3,1
"Canela","Kenya","Oct-2023",2,1330.8166666666666,665.4083333333333,45,32
"Canela","Libya","Oct-2023",1,0.21666666666666667,0.21666666666666667,1,1
"Canela","Lithuania","Oct-2023",1,0.35,0.35,1,0
"Canela","Luxembourg","Oct-2023",1,25.65,25.65,1,1
"Canela","Malaysia","Oct-2023",1,0.25,0.25,1,1
"Canela","Mali","Oct-2023",1,0.2,0.2,1,1
"Canela","Malta","Oct-2023",1,50.45,50.45,2,2
"Canela","Mexico","Oct-2023",194709,21942498.866666667,112.69380905179867,2006022,304453
"Canela","Morocco","Oct-2023",2,4.083333333333333,2.0416666666666665,2,2
"Canela","Nepal","Oct-2023",1,0,0,1,1
"Canela","Netherlands","Oct-2023",19,614.95,32.36578947368421,30,21
"Canela","Nicaragua","Oct-2023",1190,118497.75,99.57794117647059,10398,1803
"Canela","Nigeria","Oct-2023",2,0.7833333333333333,0.39166666666666666,3,1
"Canela","Oman","Oct-2023",1,0.3333333333333333,0.3333333333333333,1,1
"Canela","Pakistan","Oct-2023",4,13.366666666666667,3.341666666666667,8,5
"Canela","Panama","Oct-2023",1337,196837.51666666666,147.22327349788083,13183,4528
"Canela","Paraguay","Oct-2023",603,110265.01666666666,182.8607241569928,7290,1839
"Canela","Peru","Oct-2023",7994,1128764.9666666666,141.20152197481443,67883,16389
"Canela","Philippines","Oct-2023",1,20.266666666666666,20.266666666666666,1,1
"Canela","Poland","Oct-2023",1,4.066666666666666,4.066666666666666,1,1
"Canela","Portugal","Oct-2023",5,58.3,11.66,6,5
"Canela","Puerto Rico","Oct-2023",5743,687212.5666666667,119.66090312844622,66245,23696
"Canela","Qatar","Oct-2023",2,0.6,0.3,2,2
"Canela","Romania","Oct-2023",5,110.76666666666667,22.153333333333332,10,6
"Canela","Russia","Oct-2023",4,21.183333333333334,5.295833333333333,9,9
"Canela","Saudi Arabia","Oct-2023",3,0.2,0.06666666666666667,3,2
"Canela","Senegal","Oct-2023",1,0.2833333333333333,0.2833333333333333,1,1
"Canela","Serbia","Oct-2023",1,0.6833333333333333,0.6833333333333333,1,1
"Canela","Singapore","Oct-2023",2,42.6,21.3,3,3
"Canela","Slovakia","Oct-2023",2,0.26666666666666666,0.13333333333333333,2,1
"Canela","South Africa","Oct-2023",1,9.9,9.9,1,1
"Canela","Spain","Oct-2023",53,1259.8166666666666,23.770125786163522,115,84
"Canela","Suriname","Oct-2023",2,0.5333333333333333,0.26666666666666666,3,1
"Canela","Switzerland","Oct-2023",3,65.13333333333334,21.711111111111112,5,4
"Canela","Thailand","Oct-2023",1,0,0,1,1
"Canela","Trinidad and Tobago","Oct-2023",5,108.3,21.66,9,9
"Canela","Turkey","Oct-2023",3,7.366666666666666,2.4555555555555553,4,3
"Canela","U.S. Virgin Islands","Oct-2023",30,4539.616666666667,151.32055555555556,386,168
"Canela","United Arab Emirates","Oct-2023",1,30.5,30.5,1,1
"Canela","United Kingdom","Oct-2023",19,265.1666666666667,13.956140350877194,61,30
"Canela","United States","Oct-2023",139596,12586833.566666666,90.1661477883798,1247944,216786
"Canela","Uruguay","Oct-2023",898,151793.46666666667,169.03504083147737,8180,2610
"Canela","Venezuela","Oct-2023",12671,2423524.5,191.26544866229975,181922,43592
"Canela","Vietnam","Oct-2023",1,0,0,1,1
"Canela","Algeria","Sep-2023",5,8.966666666666667,1.7933333333333334,6,6
"Canela","Angola","Sep-2023",1,16.016666666666666,16.016666666666666,3,1
"Canela","Antigua and Barbuda","Sep-2023",1,242.01666666666668,242.01666666666668,18,18
"Canela","Argentina","Sep-2023",4350,843544.3,193.91822988505749,56308,11685
"Canela","Australia","Sep-2023",8,292.1166666666667,36.514583333333334,21,21
"Canela","Austria","Sep-2023",1,1.6166666666666667,1.6166666666666667,1,1
"Canela","Bahamas","Sep-2023",2,51.833333333333336,25.916666666666668,4,4
"Canela","Belize","Sep-2023",136,23528.716666666667,173.00526960784313,1629,712
"Canela","Bolivia","Sep-2023",2048,235304.51666666666,114.89478352864583,14952,3243
"Canela","Brazil","Sep-2023",676,88945.95,131.57684911242603,4453,2482
"Canela","Canada","Sep-2023",106,4306.5,40.62735849056604,343,152
"Canela","Chile","Sep-2023",5695,986659.1666666666,173.25007316359378,63244,13398
"Canela","China","Sep-2023",2,17.683333333333334,8.841666666666667,2,2
"Canela","Colombia","Sep-2023",100954,17881192.966666665,177.12218403101082,1243453,335881
"Canela","Costa Rica","Sep-2023",2084,333612.45,160.08274952015356,23603,4267
"Canela","Cuba","Sep-2023",1574,37220.166666666664,23.64686573485811,8536,1873
"Canela","Côte d’Ivoire","Sep-2023",1,0,0,1,1
"Canela","Dominican Republic","Sep-2023",4855,778919.95,160.43665293511842,66302,21154
"Canela","Ecuador","Sep-2023",8585,1950616.7,227.21219569015724,116918,30073
"Canela","Egypt","Sep-2023",1,3.55,3.55,1,1
"Canela","El Salvador","Sep-2023",2221,322463.65,145.1884961728951,23617,3846
"Canela","Finland","Sep-2023",1,0.8166666666666667,0.8166666666666667,1,1
"Canela","France","Sep-2023",10,72.43333333333334,7.243333333333334,26,26
"Canela","Germany","Sep-2023",7,62.483333333333334,8.926190476190476,9,8
"Canela","Guatemala","Sep-2023",2330,296720.76666666666,127.34796852646637,22077,4481
"Canela","Haiti","Sep-2023",32,25.366666666666667,0.7927083333333333,47,32
"Canela","Honduras","Sep-2023",1691,202075.06666666668,119.50033510743151,17089,3946
"Canela","Hong Kong","Sep-2023",1,0.016666666666666666,0.016666666666666666,1,1
"Canela","Hungary","Sep-2023",1,5.9,5.9,2,2
"Canela","India","Sep-2023",1,83.35,83.35,2,2
"Canela","Indonesia","Sep-2023",1,15.966666666666667,15.966666666666667,1,1
"Canela","Iran","Sep-2023",25,71.78333333333333,2.8713333333333333,44,36
"Canela","Iraq","Sep-2023",2,3.533333333333333,1.7666666666666666,4,4
"Canela","Italy","Sep-2023",3,2.55,0.85,4,3
"Canela","Jamaica","Sep-2023",1,1.95,1.95,3,2
"Canela","Mexico","Sep-2023",165041,21317069.4,129.16226513411817,1777889,288440
"Canela","Morocco","Sep-2023",1,1.0833333333333333,1.0833333333333333,1,1
"Canela","Myanmar [Burma]","Sep-2023",1,22.866666666666667,22.866666666666667,6,5
"Canela","Netherlands","Sep-2023",2,52.166666666666664,26.083333333333332,4,4
"Canela","Nicaragua","Sep-2023",1108,105675.01666666666,95.37456377858003,8496,1587
"Canela","Panama","Sep-2023",1101,139348.63333333333,126.5655161973963,9990,3084
"Canela","Paraguay","Sep-2023",540,73240.5,135.63055555555556,4969,1147
"Canela","Peru","Sep-2023",7233,891916.0333333333,123.31204663809392,62411,12832
"Canela","Poland","Sep-2023",1,0,0,1,1
"Canela","Portugal","Sep-2023",1,16.266666666666666,16.266666666666666,1,1
"Canela","Puerto Rico","Sep-2023",5956,653622.95,109.74193250503693,61445,20798
"Canela","Singapore","Sep-2023",1,63.11666666666667,63.11666666666667,9,9
"Canela","Spain","Sep-2023",11,789.4833333333333,71.77121212121212,23,19
"Canela","Switzerland","Sep-2023",2,139.48333333333332,69.74166666666666,3,3
"Canela","Trinidad and Tobago","Sep-2023",1,246.45,246.45,7,5
"Canela","Turkey","Sep-2023",1,1.6833333333333333,1.6833333333333333,2,1
"Canela","U.S. Virgin Islands","Sep-2023",40,4182.233333333334,104.55583333333334,453,190
"Canela","United Arab Emirates","Sep-2023",1,0.6666666666666666,0.6666666666666666,5,5
"Canela","United Kingdom","Sep-2023",8,54.15,6.76875,9,9
"Canela","United States","Sep-2023",171526,12838415.633333333,74.84821912324273,1309171,255053
"Canela","Uruguay","Sep-2023",875,114810.86666666667,131.21241904761905,6991,2253
"Canela","Uzbekistan","Sep-2023",2,0.5,0.25,2,1
"Canela","Venezuela","Sep-2023",12145,2056281.05,169.31091395636065,165291,36994
